accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
PP155392	PP155392.1	MpxV/human/USA/WA-UW-121517/2023	2023-12-XX	North America	USA	Washington		Homo sapiens	2024-01-24	SRR27584535	Sereewit et al.	Sereewit,J.,Nunley,E.B.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	University of Washington Dept. Laboratory Medicine and Pathology, Virology Division	IIb	hMPXV-1	B.1.20	0.9999949292375094	0	623	1	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP155393	PP155393.1	MpxV/human/USA/WA-UW-126683/2023	2023-12-XX	North America	USA	Washington		Homo sapiens	2024-01-24	SRR27584534	Sereewit et al.	Sereewit,J.,Nunley,E.B.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	University of Washington Dept. Laboratory Medicine and Pathology, Virology Division	IIb	hMPXV-1	B.1.20	1.0	0	622	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP182128	PP182128.1	MPXV/Germany/2023/ON/RKI1075	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-28		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.20	0.9655289565892023	288	589	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP182129	PP182129.1	MPXV/Germany/2023/ON/RKI1076	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-28		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.96350065159298	688	582	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP182130	PP182130.1	MPXV/Germany/2023/ON/RKI1077	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-28		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9656202303140324	274	585	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP182131	PP182131.1	MPXV/Germany/2023/ON/RKI1078	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-28		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9654731782018062	299	585	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP182132	PP182132.1	MPXV/Germany/2023/ON/RKI1079	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-28		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.20	0.9655543104016552	283	588	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP182133	PP182133.1	MPXV/Germany/2023/ON/RKI1080	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-28		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	C.1	0.9656760087014284	268	596	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP182134	PP182134.1	MPXV/Germany/2023/ON/RKI1081	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-28		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9647277761156944	446	585	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP208823	PP208823.1	MPV/Human/USA/CA-LACPHL-MA00566/2023	2023-12-22	North America	USA			Homo sapiens	2024-01-31		McCann et al.	McCann,S.P.,Garrigues,J.M.,Green,N.M.	Los Angeles County Department of Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.973829794786242	2558	596	1	good	good	good	good	good		False	2023.9739726027397
PP208824	PP208824.1	MPV/Human/USA/CA-LACPHL-MA00565/2023	2023-12-19	North America	USA			Homo sapiens	2024-01-31		McCann et al.	McCann,S.P.,Garrigues,J.M.,Green,N.M.	Los Angeles County Department of Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9836265079179956	2286	605	1	good	good	good	good	good		False	2023.9657534246576
PP338777	PP338777.1	MPXV/Human/USA/CA-LACPHL-MA00567/2024	2024-01-24	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9794279165758156	1027	601	2	good	good	good	good	good		False	2024.0642076502731
PP338778	PP338778.1	MPXV/Human/USA/CA-LACPHL-MA00568/2024	2024-01-25	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9276351484972796	11127	559	1	mediocre	good	good	good	good		False	2024.0669398907103
PP338779	PP338779.1	MPXV/Human/USA/CA-LACPHL-MA00569/2024	2024-01-31	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	C.1	0.9759341612198226	1822	601	0	good	good	good	good	good		False	2024.0833333333333
PP338780	PP338780.1	MPXV/Human/USA/CA-LACPHL-MA00570/2024	2024-01-27	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.7866527389723593	38963	485	1	bad	good	good	good	good		False	2024.0724043715848
PP338781	PP338781.1	MPXV/Human/USA/CA-LACPHL-MA00571/2024	2024-01-19	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.8248000851888099	31355	496	1	bad	good	good	good	mediocre	OPG205:549-788	False	2024.0505464480875
PP338782	PP338782.1	MPXV/Human/USA/CA-LACPHL-MA00572/2024	2024-01-12	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9504485089422896	6823	584	1	good	good	good	good	good		False	2024.0314207650274
PP338783	PP338783.1	MPXV/Human/USA/CA-LACPHL-MA00573/2024	2024-01-11	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9722020800267736	2307	590	0	good	good	good	good	good		False	2024.02868852459
PP338784	PP338784.2	MPXV/Human/USA/CA-LACPHL-MA00574/2024	2024-01-22	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.984797854053314	1221	602	1	good	good	good	good	good		False	2024.058743169399
PP338785	PP338785.1	MPXV/Human/USA/CA-LACPHL-MA00575/2024	2024-01-22	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9865979747374612	926	603	0	good	good	good	good	good		False	2024.058743169399
PP338786	PP338786.1	MPXV/Human/USA/CA-LACPHL-MA00576/2024	2024-01-22	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.986303870513009	1498	602	0	good	good	good	good	good		False	2024.058743169399
PP338787	PP338787.1	MPXV/Human/USA/CA-LACPHL-MA00577/2024	2024-01-04	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1	0.9830230871816196	184	600	0	good	good	good	good	good		False	2024.00956284153
PP338788	PP338788.1	MPXV/Human/USA/CA-LACPHL-MA00578/2024	2024-01-02	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9702751902803624	2873	589	0	good	good	good	good	good		False	2024.0040983606557
PP338789	PP338789.1	MPXV/Human/USA/CA-LACPHL-MA00579/2024	2024-01-04	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.945788478213469	7413	579	0	mediocre	good	good	good	good		False	2024.00956284153
PP338790	PP338790.1	MPXV/Human/USA/CA-LACPHL-MA00580/2024	2024-01-13	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.8173511350901835	32800	510	3	bad	good	good	good	good		False	2024.0341530054645
PP338791	PP338791.1	MPXV/Human/USA/CA-LACPHL-MA00581/2024	2024-01-13	North America	USA			Homo sapiens	2024-02-20		McCann et al.	McCann,S.P.,Green,N.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9774046823420838	1627	600	0	good	good	good	good	good		False	2024.0341530054645
PP437878	PP437878.1	MPXV/Human/USA/CA-LACPHL-MA00582/2024	2024-01-22	North America	USA			Homo sapiens	2024-03-11		McCann et al.	McCann,S.P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9889558792955696	1433	613	1	good	good	good	good	good		False	2024.058743169399
PP437879	PP437879.1	MPXV/Human/USA/CA-LACPHL-MA00583/2024	2024-01-29	North America	USA			Homo sapiens	2024-03-11		McCann et al.	McCann,S.P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9857714404515008	1033	607	0	good	good	good	good	good		False	2024.077868852459
PP437880	PP437880.1	MPXV/Human/USA/CA-LACPHL-MA00584/2024	2024-01-22	North America	USA			Homo sapiens	2024-03-11		McCann et al.	McCann,S.P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.984797854053314	1221	602	1	good	good	good	good	good		False	2024.058743169399
PP437881	PP437881.1	MPXV/Human/USA/CA-LACPHL-MA00585/2024	2024-02-07	North America	USA			Homo sapiens	2024-03-11		McCann et al.	McCann,S.P.,Green,N.M.,Garrigues,J.M.	Los Angeles County Department of Public Health Laboratory, Sequencing Unit	IIb	hMPXV-1	B.1.20	0.9814714338595094	1058	609	2	good	good	good	good	good		False	2024.1024590163934
PP481184	PP481184.1	MPXV/PT0804/2023	2023-11-30	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.984295848566749	1535	617	0	good	good	good	good	good		False	2023.9136986301369
PP481185	PP481185.1	MPXV/PT0805/2023	2023-12-13	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9579938035282364	6682	606	0	good	good	good	good	good		False	2023.9493150684932
PP481186	PP481186.1	MPXV/PT0806/2023	2023-11-30	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9709242478791535	4874	613	0	good	good	good	good	good		False	2023.9136986301369
PP481187	PP481187.1	MPXV/PT0807/2023	2023-12-27	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9778965463036676	3503	621	0	good	good	good	good	good		False	2023.9876712328767
PP481188	PP481188.1	MPXV/PT0808/2023	2023-12-21	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.989249983520022	774	622	0	good	good	good	good	good		False	2023.9712328767123
PP481189	PP481189.1	MPXV/PT0809/2023	2023-12-21	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9870137772616868	1589	621	0	good	good	good	good	good		False	2023.9712328767123
PP481190	PP481190.1	MPXV/PT0810/2023	2023-12-21	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1.20	0.9757414722451816	3192	595	0	good	good	good	good	good		False	2023.9712328767123
PP481191	PP481191.1	MPXV/PT0812/2024	2024-01-06	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1.20	0.9721767262143208	4255	594	0	good	good	good	good	good	OPG120:110-305	False	2024.0150273224044
PP481192	PP481192.1	MPXV/PT0813/2024	2024-01-12	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1.20	0.971319767353417	4046	592	0	good	good	good	good	good	OPG200:88-150	False	2024.0314207650274
PP481193	PP481193.1	MPXV/PT0814/2024	2024-01-15	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.98613146458833	1799	622	0	good	good	good	good	good		False	2024.0396174863388
PP481194	PP481194.1	MPXV/PT0815/2024	2024-01-13	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.98540127478969	1945	623	0	good	good	good	good	good		False	2024.0341530054645
PP481195	PP481195.1	MPXV/PT0817/2024	2024-01-18	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1.20	0.9824906571201112	1997	598	0	good	good	good	good	good		False	2024.0478142076502
PP481196	PP481196.1	MPXV/PT0818/2024	2024-01-30	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9230613207307984	14285	598	0	mediocre	good	good	good	good		False	2024.0806010928961
PP481197	PP481197.1	MPXV/PT0819/2024	2024-02-15	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9890167284454564	604	621	0	good	good	good	good	good		False	2024.1243169398906
PP481198	PP481198.1	MPXV/PT0820/2024	2024-02-15	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9891181436952674	812	620	0	good	good	good	good	good		False	2024.1243169398906
PP481199	PP481199.1	MPXV/PT0821/2024	2024-02-15	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9863748611878768	1175	621	0	good	good	good	good	good		False	2024.1243169398906
PP481200	PP481200.1	MPXV/PT0822/2024	2024-02-19	Europe	Portugal			Homo sapiens	2024-03-19		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.974833805759372	3601	611	0	good	good	good	good	good		False	2024.1352459016393
PP507063	PP507063.1	MPXV/Human/USA/CA-LACPHL-MA00586/2023	2023-09-04	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	C.1	0.975072131596428	2790	600	1	good	good	good	good	good		False	2023.6753424657534
PP507065	PP507065.1	MPXV/Human/USA/CA-LACPHL-MA00598/2023	2023-10-26	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9710611584663986	3389	594	3	good	good	good	good	good		False	2023.817808219178
PP507067	PP507067.1	MPXV/Human/USA/CA-LACPHL-MA00600/2023	2023-10-23	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.989113072932777	1178	609	0	good	good	good	good	good		False	2023.809589041096
PP507068	PP507068.1	MPXV/Human/USA/CA-LACPHL-MA00601/2023	2023-10-23	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9911008118290748	1029	610	2	good	good	good	good	good		False	2023.809589041096
PP507069	PP507069.1	MPXV/Human/USA/CA-LACPHL-MA00607/2023	2023-11-16	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9844479714414656	349	602	2	good	good	good	good	good		False	2023.8753424657534
PP507070	PP507070.1	MPXV/Human/USA/CA-LACPHL-MA00608/2023	2023-11-20	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.8254643550750727	31452	500	2	bad	good	good	good	good		False	2023.886301369863
PP507071	PP507071.1	MPXV/Human/USA/CA-LACPHL-MA00613/2023	2023-12-07	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.969823892418703	4989	599	0	good	good	good	good	good		False	2023.9328767123288
PP507072	PP507072.1	MPXV/Human/USA/CA-LACPHL-MA00616/2024	2024-02-12	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9891536390327014	1319	609	1	good	good	good	good	good		False	2024.1161202185792
PP507073	PP507073.1	MPXV/Human/USA/CA-LACPHL-MA00587/2023	2023-10-01	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.8888995938319245	19518	529	1	mediocre	good	good	good	good		False	2023.7493150684932
PP507074	PP507074.1	MPXV/Human/USA/CA-LACPHL-MA00588/2023	2023-10-06	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9810860559102272	2070	602	1	good	good	good	good	good		False	2023.7630136986302
PP507075	PP507075.1	MPXV/Human/USA/CA-LACPHL-MA00602/2023	2023-10-12	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9836315786804862	2207	611	3	good	good	good	good	good		False	2023.7794520547945
PP507076	PP507076.1	MPXV/Human/USA/CA-LACPHL-MA00603/2023	2023-10-23	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.848490687544686	26907	525	2	bad	good	good	good	good	OPG003:353-589	False	2023.809589041096
PP507077	PP507077.1	MPXV/Human/USA/CA-LACPHL-MA00609/2023	2023-11-29	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9885857136337592	1351	608	1	good	good	good	good	good		False	2023.9109589041095
PP507078	PP507078.1	MPXV/Human/USA/CA-LACPHL-MA00610/2023	2023-11-29	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.968627192470932	5230	600	3	good	good	good	good	good		False	2023.9109589041095
PP507079	PP507079.1	MPXV/Human/USA/CA-LACPHL-MA00589/2023	2023-09-08	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9808984376980766	2867	604	2	good	good	good	good	good		False	2023.686301369863
PP507080	PP507080.1	MPXV/Human/USA/CA-LACPHL-MA00604/2023	2023-10-17	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9893615402948142	1338	615	1	good	good	good	good	good		False	2023.7931506849316
PP507082	PP507082.1	MPXV/Human/USA/CA-LACPHL-MA00611/2023	2023-11-02	North America	USA			Homo sapiens	2024-03-26		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.8420153238442465	28207	534	3	bad	good	good	good	good		False	2023.83698630137
