strain	genbank_accession	genbank_accession_rev	date	region	country	division	location	length	host	release_date	update_date	abbr_authors	authors	institution	serotype_genbank	genotype_nextclade	alignmentStart	alignmentEnd	genome_coverage	failedCdses	E_coverage	C_coverage	M_coverage	pr_coverage	NS1_coverage	NS2A_coverage	NS2B_coverage	NS3_coverage	NS4A_coverage	2K_coverage	NS4B_coverage	NS5_coverage	num_date
KX452027	KX452027	KX452027.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10720	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10715.0	0.9992539401286952		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.0013698630137:2014.0835616438355]
KX452032	KX452032	KX452032.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10780	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10723.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.0013698630137:2014.0835616438355]
KX452034	KX452034	KX452034.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10615	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10524.0	0.9808822157978178		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.983	[2014.0013698630137:2014.0835616438355]
KX452037	KX452037	KX452037.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10615	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10562.0	0.9849855450899936		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.0013698630137:2014.0835616438355]
KX452038	KX452038	KX452038.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10497	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10509.0	0.9800428984426		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.0013698630137:2014.0835616438355]
KX452040	KX452040	KX452040.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10665	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10572.0	0.9859181199291244		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.0013698630137:2014.0835616438355]
KX452042	KX452042	KX452042.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10757	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10665.0	0.9854518325095588		0.99	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.0013698630137:2014.0835616438355]
KX452043	KX452043	KX452043.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10741	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10650.0	0.987690012123473		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.0013698630137:2014.0835616438355]
KX452044	KX452044	KX452044.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10635	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10589.0	0.978923808635643		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.956	0.978	[2014.0013698630137:2014.0835616438355]
KX452046	KX452046	KX452046.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10600	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	1.0	10554.0	0.9842394852186888		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2014.0013698630137:2014.0835616438355]
KX452048	KX452048	KX452048.1	2014-01-XX	Asia	Malaysia	Johor Bahru		10556	Homo sapiens	2017-05-13	2017-05-13	Hardiyanto et al.	Hardiyanto,D.S.,Gan,H.M.,Nur Amelia,A.,Amreeta,D.,Ganeswrie,R.,Sharifah,S.H.	Monash University Malaysia, Tropical Medicine and Biology Multidisciplinary Platform	denv2	DENV2/C	3.0	10570.0	0.9741676769560758		0.917	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.977	[2014.0013698630137:2014.0835616438355]
2015-CZ-17	KX621247	KX621247.1	2015-XX-XX	Asia	China			10681	Homo sapiens	2017-02-22	2017-02-22	Zhao et al.	Zhao,L.Z.,Xie,T.,Yu,L.,Yin,Q.Q.,Guan,Y.J.,Zhou,X.H.,Chen,X.G.,Zhang,F.C.	Guangzhou Eighth People's Hospital, Institute of Infectious Disease	denv2	DENV2/C	43.0	10723.0	0.9960831856756504		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2015.0013698630137:2015.9986301369863]
2015-CZ-23	KX621248	KX621248.1	2015-XX-XX	Asia	China			10681	Homo sapiens	2017-02-22	2017-02-22	Zhao et al.	Zhao,L.Z.,Xie,T.,Yu,L.,Yin,Q.Q.,Guan,Y.J.,Zhou,X.H.,Chen,X.G.,Zhang,F.C.	Guangzhou Eighth People's Hospital, Institute of Infectious Disease	denv2	DENV2/C	43.0	10723.0	0.9960831856756504		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2015.0013698630137:2015.9986301369863]
GZ8_12/S/Panyu/2014/DEV2	KX655786	KX655786.1	2015-XX-XX	Asia	China			10653	Homo sapiens	2017-02-22	2017-02-22	Zhao et al.	Zhao,L.,Yu,L.,Guan,Y.,Zhang,F.	Guangzhou Eighth People's Hospital, Institute of Infectious Disease	denv2	DENV2/C	23.0	10675.0	0.9591532220460692		1.0	0.99	1.0	1.0	0.997	0.583	0.885	1.0	1.0	1.0	1.0	0.982	[2015.0013698630137:2015.9986301369863]
GZ8_15/S/GZ/2014/DEV2	KX655787	KX655787.1	2015-XX-XX	Asia	China			10635	Homo sapiens	2017-02-22	2017-02-22	Zhao et al.	Zhao,L.,Yu,L.,Guan,Y.,Zhang,F.	Guangzhou Eighth People's Hospital, Institute of Infectious Disease	denv2	DENV2/C	47.0	10681.0	0.988995616898256		0.998	0.99	0.987	1.0	0.997	0.995	1.0	1.0	1.0	1.0	1.0	0.989	[2015.0013698630137:2015.9986301369863]
GZ8_70/M/Baiyun/2013/DEV2	KX655788	KX655788.1	2015-XX-XX	Asia	China			10668	Homo sapiens	2017-02-22	2017-02-22	Zhao et al.	Zhao,L.,Yu,L.,Guan,Y.,Zhang,F.	Guangzhou Eighth People's Hospital, Institute of Infectious Disease	denv2	DENV2/C	23.0	10690.0	0.9945910659330413		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.999	[2015.0013698630137:2015.9986301369863]
KX702403	KX702403	KX702403.1	2016-02-05	North America	Haiti			10724	Homo sapiens	2016-08-24	2016-11-22	Iovine et al.	Iovine,N.M.,Lednicky,J.,Cherabuddi,K.,Crooke,H.,White,S.K.,Loeb,J.C.,Cella,E.,Ciccozzi,M.,Salemi,M.,Morris,J.G. Jr.,Crooke,H.R.,Lednicky,J.A.	University of Florida - Gainesville, Environmental and Global Health	denv2	DENV2/AA	1.0	10723.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2016.0969945355191
JF260983	JF260983	JF260983.1	2009-XX-XX	Europe	Spain			10176	Homo sapiens	2011-09-07	2011-09-07	Franco et al.	Franco,L.,Palacios,G.,Martinez,J.A.,Vazquez,A.,Savji,N.,De Ory,F.,Sanchez-Seco,M.P.,Martin,D.,Lipkin,W.I.,Tenorio,A.,Hernandez,L.,De Guzman,M.T.,Perez,J.L.	Columbia University, Center for Infection and Immunity	denv2	DENV2/S	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2009.0013698630137:2009.9986301369863]
JF327392	JF327392	JF327392.1	2009-XX-XX	Asia	Singapore			10723		2011-06-21	2011-07-21	Grant et al.	Grant,D.,Tan,G.K.,Qing,M.,Ng,J.K.,Yip,A.,Zou,G.,Xie,X.,Yuan,Z.,Schreiber,M.J.,Schul,W.,Shi,P.Y.,Alonso,S.,Dixon,G.,Ng,J.K.W.,Schreiber,M.,Shi,P.-Y.	Novartis Institute for Tropical Diseases, Disease Biology	denv2	DENV2/C	1.0	10723.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2009.0013698630137:2009.9986301369863]
DENV-2/KH/BID-V4272/2008	JF730046	JF730046.1	2008-XX-XX	Asia	Cambodia	Kch		10477	Homo sapiens	2011-04-19	2011-04-19	Henn et al.	Henn,M.R.,Levin,J.,Malboeuf,C.,Casali,M.,Russ,C.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Young,S.,Berlin,A.,Heiman,D.,Sykes,S.,Koehrsen,M.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Veasna,D.,Sivuth,O.,Vong,S.,Reynes,J.-M.,Chantha,N.,Socheat,D.,Nusbaum,C.,Buchy,P.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AI	11.0	10487.0	0.9770586589573812		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
DENV-2/KH/BID-V4273/2008	JF730047	JF730047.1	2008-XX-XX	Asia	Cambodia	Kch		10477	Homo sapiens	2011-04-19	2011-04-19	Henn et al.	Henn,M.R.,Levin,J.,Malboeuf,C.,Casali,M.,Russ,C.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Young,S.,Berlin,A.,Heiman,D.,Sykes,S.,Koehrsen,M.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Veasna,D.,Sivuth,O.,Vong,S.,Reynes,J.-M.,Chantha,N.,Socheat,D.,Nusbaum,C.,Buchy,P.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AI	11.0	10486.0	0.9769654014734682		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
DENV-2/KH/BID-V4274/2008	JF730048	JF730048.1	2008-XX-XX	Asia	Cambodia	Kch		10475	Homo sapiens	2011-04-19	2011-04-19	Henn et al.	Henn,M.R.,Levin,J.,Malboeuf,C.,Casali,M.,Russ,C.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Young,S.,Berlin,A.,Heiman,D.,Sykes,S.,Koehrsen,M.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Veasna,D.,Sivuth,O.,Vong,S.,Reynes,J.-M.,Chantha,N.,Socheat,D.,Nusbaum,C.,Buchy,P.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AI	11.0	10485.0	0.9768721439895552		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
DENV-2/NI/BID-V5072/2009	JF730051	JF730051.1	2009-XX-XX	North America	Nicaragua	Managua		10477	Homo sapiens	2011-04-19	2011-04-19	Henn et al.	Henn,M.R.,Balmaseda,A.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Gomez,T.,Nunez,A.,Navarro,M.,Nusbaum,C.,Harris,E.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AA	11.0	10486.0	0.9769654014734682		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2009.0013698630137:2009.9986301369863]
DENV-2/NI/BID-V5073/2009	JF730052	JF730052.1	2009-XX-XX	North America	Nicaragua	Managua		10477	Homo sapiens	2011-04-19	2011-04-19	Henn et al.	Henn,M.R.,Balmaseda,A.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Gomez,T.,Nunez,A.,Flores,C.,Nusbaum,C.,Harris,E.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AA	11.0	10486.0	0.9769654014734682		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2009.0013698630137:2009.9986301369863]
DENV-2/US/BID-V5413/2009	JF730054	JF730054.1	2009-XX-XX	North America	USA	California		10696	Mus musculus	2011-06-15	2012-09-25	Orozco et al.	Orozco,S.,Schmid,M.A.,Parameswaran,P.,Lachica,R.,Henn,M.R.,Beatty,R.,Harris,E.,Balmaseda,A.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Gomez,T.,Nunez,A.,Nusbaum,C.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AII	1.0	10486.0	0.9778979763125992		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2009.0013698630137:2009.9986301369863]
DENV-2/US/BID-V5414/2009	JF730055	JF730055.1	2009-XX-XX	North America	USA	California		10659	Mus musculus	2011-06-15	2011-06-15	Henn et al.	Henn,M.R.,Balmaseda,A.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Gomez,T.,Nunez,A.,Harris,E.,Nusbaum,C.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AII	1.0	10486.0	0.9778979763125992		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2009.0013698630137:2009.9986301369863]
JN368476	JN368476	JN368476.1	2007-XX-XX	Asia	Cambodia	Kampong Cham Hospital		10651	Homo sapiens	2012-07-20	2012-07-20	Tuiskunen et al.	Tuiskunen,A.,Doung,V.,Buchy,P.,Lundkvist,A.	Karolinska Institutet, Department of Microbiology, Tumor and Cell Biology	denv2	DENV2/AI	20.0	10668.0	0.9930989461904318		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2007.0013698630137:2007.9986301369863]
DENV-2/VE/BID-V2613/2007	JN819407	JN819407.1	2007-XX-XX	South America	Venezuela	Merida		10651	Homo sapiens	2011-11-19	2011-11-19	Henn et al.	Henn,M.R.,Schmidt,D.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Comach,G.,De Bosch,N.,Rothman,A.,Vielma,S.A.,Nusbaum,C.,Bosch,I.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AA	48.0	10699.0	0.9933787186421712		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2007.0013698630137:2007.9986301369863]
DENV-2/VN/BID-V2947/1988	JN819418	JN819418.1	1988-XX-XX	Asia	Vietnam			10576	Homo sapiens	2011-11-19	2011-11-19	Henn et al.	Henn,M.R.,Santiago,G.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Munoz-Jordan,J.,McElroy,K.L.,Colon,C.,Medina,J.-F.,Nusbaum,C.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AA	23.0	10637.0	0.9899281917373868		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[1988.0013661202186:1988.9986338797814]
DENV-2/BR/BID-V2377/2000	JN819419	JN819419.1	2000-XX-XX	South America	Brazil	Northern		10601	Homo sapiens	2011-11-19	2011-11-19	Henn et al.	Henn,M.R.,Schmidt,D.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Comach,G.,De Bosch,N.,Rothman,A.,Vasconcelos,P.,Nusbaum,C.,Bosch,I.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AA	7.0	10648.0	0.9924461438030402		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2000.0013661202186:2000.9986338797814]
DENV-2/NI/BID-V2639/2007	JN819420	JN819420.1	2007-XX-XX	North America	Nicaragua	Managua		10487	Homo sapiens	2011-11-19	2011-11-19	Henn et al.	Henn,M.R.,Balmaseda,A.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Gomez,T.,Nunez,A.,Nusbaum,C.,Harris,E.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AA	23.0	10507.0	0.977804718828686		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2007.0013698630137:2007.9986301369863]
DENV-2/MX/BID-V3763/2008	JN819422	JN819422.1	2008-XX-XX	North America	Mexico	Tapachula		10519	Homo sapiens	2011-11-19	2011-11-19	Henn et al.	Henn,M.R.,Schmidt,D.,Young,S.,Koehrsen,M.,Lennon,N.,Erlich,R.,Anderson,S.,Rizzolo,K.,Green,L.,Ryan,E.,Yu,Q.,Berlin,A.,Heiman,D.,Sykes,S.,Borenstein,D.,Engels,R.,Freedman,E.,Gellesch,M.,Heilman,E.,Howarth,C.,Jen,D.,Larson,L.,Neiman,D.,Park,D.,Pearson,M.,Roberts,A.,Sisk,P.,Stolte,C.,White,J.,Alvarado,L.,Godfrey,P.,Shenoy,N.,Yandava,C.,Zeng,Q.,Comach,G.,De Bosch,N.,Rothman,A.,Castaneda,J.R.,Nusbaum,C.,Bosch,I.,Birren,B.	Broad Institute of MIT and Harvard	denv2	DENV2/AA	23.0	10614.0	0.987783269607386		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
SGEHI(D2)0017Y06	JN851113	JN851113.1	2006-XX-XX	Asia	Singapore			10176	Homo sapiens	2012-03-31	2012-03-31	Lee et al.	Lee,K.S.,Lo,S.,Tan,S.S.,Chua,R.,Tan,L.K.,Xu,H.,Ng,L.C.,Tan,S.S.Y.	National Environment Agency, Environmental Health Institute	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2006.0013698630137:2006.9986301369863]
SGEHI(D2)0522Y07	JN851114	JN851114.1	2007-XX-XX	Asia	Singapore			10176	Homo sapiens	2012-03-31	2012-03-31	Lee et al.	Lee,K.S.,Lo,S.,Tan,S.S.,Chua,R.,Tan,L.K.,Xu,H.,Ng,L.C.,Tan,S.S.Y.	National Environment Agency, Environmental Health Institute	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2007.0013698630137:2007.9986301369863]
SGEHI(D2)0391Y08	JN851118	JN851118.1	2008-XX-XX	Asia	Singapore			10176	Homo sapiens	2012-03-31	2012-03-31	Lee et al.	Lee,K.S.,Lo,S.,Tan,S.S.,Chua,R.,Tan,L.K.,Xu,H.,Ng,L.C.,Tan,S.S.Y.	National Environment Agency, Environmental Health Institute	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
SGEHI(D2)0194Y08	JN851119	JN851119.1	2008-XX-XX	Asia	Singapore			10176	Homo sapiens	2012-03-31	2012-03-31	Lee et al.	Lee,K.S.,Lo,S.,Tan,S.S.,Chua,R.,Tan,L.K.,Xu,H.,Ng,L.C.,Tan,S.S.Y.	National Environment Agency, Environmental Health Institute	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
SGEHI(D2)0950Y08	JN851122	JN851122.1	2008-XX-XX	Asia	Singapore			10176	Homo sapiens	2012-03-31	2012-03-31	Lee et al.	Lee,K.S.,Lo,S.,Tan,S.S.,Chua,R.,Tan,L.K.,Xu,H.,Ng,L.C.,Tan,S.S.Y.	National Environment Agency, Environmental Health Institute	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2008.0013661202186:2008.9986338797814]
SGEHI(D2)0377Y04	JN851123	JN851123.1	2004-XX-XX	Asia	Singapore			10176	Homo sapiens	2012-03-31	2012-03-31	Lee et al.	Lee,K.S.,Lo,S.,Tan,S.S.,Chua,R.,Tan,L.K.,Xu,H.,Ng,L.C.,Tan,S.S.Y.	National Environment Agency, Environmental Health Institute	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2004.0013661202186:2004.9986338797814]
SGEHI(D2)0345Y05	JN851125	JN851125.1	2005-XX-XX	Asia	Singapore			10176	Homo sapiens	2012-03-31	2012-03-31	Lee et al.	Lee,K.S.,Lo,S.,Tan,S.S.,Chua,R.,Tan,L.K.,Xu,H.,Ng,L.C.,Tan,S.S.Y.	National Environment Agency, Environmental Health Institute	denv2	DENV2/C	97.0	10272.0	0.948988156299543		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[2005.0013698630137:2005.9986301369863]
