accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
PP533279	PP533279.1	NY-NYCPHL-001193	2023-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.12	0.9920541151772992	27	608	0	good	good	good	good	good	OPG164:190-229	False	[2023.0013698630137:2023.0835616438355]
PP533282	PP533282.1	NY-NYCPHL-001196	2023-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.992226521101978	0	612	0	good	good	good	good	good		False	[2023.0013698630137:2023.0835616438355]
PP533283	PP533283.1	NY-NYCPHL-001197	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9922214503394876	0	606	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533284	PP533284.1	NY-NYCPHL-001198	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9922214503394876	0	605	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533285	PP533285.1	NY-NYCPHL-001199	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9922214503394876	0	610	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533286	PP533286.1	NY-NYCPHL-001200	2023-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9922214503394876	0	613	0	good	good	good	good	good		False	[2023.0863013698631:2023.1602739726027]
PP533290	PP533290.1	NY-NYCPHL-001212	2023-06-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9882003356844768	772	607	1	good	good	good	good	good		False	[2023.4150684931508:2023.4945205479453]
PP533292	PP533292.1	NY-NYCPHL-001214	2023-07-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9758783828324266	2007	595	5	good	good	good	good	good		False	[2023.4972602739726:2023.5794520547945]
PP533293	PP533293.1	NY-NYCPHL-001215	2023-07-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9912630762287724	120	613	1	good	good	good	good	good		False	[2023.4972602739726:2023.5794520547945]
PP533299	PP533299.1	NY-NYCPHL-001258	2023-12-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9586479318895182	6620	594	1	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP533303	PP533303.1	NY-NYCPHL-001263	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9438058100796616	9547	586	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533304	PP533304.1	NY-NYCPHL-001265	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.901378740321182	17915	558	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533306	PP533306.1	NY-NYCPHL-001271	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9858576434138402	1239	606	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533307	PP533307.1	NY-NYCPHL-001273	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9813548063222268	2132	609	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533308	PP533308.1	NY-NYCPHL-001274	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9875157827482518	912	608	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533309	PP533309.1	NY-NYCPHL-001275	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9862125967881792	1177	609	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533310	PP533310.1	NY-NYCPHL-001276	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9550121951837898	7330	598	0	mediocre	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533311	PP533311.1	NY-NYCPHL-001277	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9799704881623048	2402	609	0	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533312	PP533312.1	NY-NYCPHL-001278	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9633941655806784	5685	597	0	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533313	PP533313.1	NY-NYCPHL-001272	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9116419636020668	15891	565	0	mediocre	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533314	PP533314.1	NY-NYCPHL-001279	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9511888402659108	8920	597	0	mediocre	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533315	PP533315.1	NY-NYCPHL-001280	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9551491057710348	8149	595	0	mediocre	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533316	PP533316.1	NY-NYCPHL-001281	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.956264673518957	7937	592	0	mediocre	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533317	PP533317.1	NY-NYCPHL-001282	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9678310827599146	5660	601	0	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533320	PP533320.1	NY-NYCPHL-001285	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9766744925434436	3792	611	0	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533323	PP533323.1	NY-NYCPHL-001288	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9646466439158456	5438	590	0	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533324	PP533324.1	NY-NYCPHL-001216	2023-08-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.992135247377148	17	613	0	good	good	good	good	good		False	[2023.5821917808219:2023.664383561644]
PP533331	PP533331.1	NY-NYCPHL-001225	2023-10-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9745447722974104	3480	596	1	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
PP533333	PP533333.1	NY-NYCPHL-001228	2023-10-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.984889127778144	1429	604	1	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
PP533335	PP533335.1	NY-NYCPHL-001252	2023-12-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.97654772348118	2986	600	3	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP533336	PP533336.1	NY-NYCPHL-001242	2023-11-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9861973845007074	1187	606	1	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP533337	PP533337.1	NY-NYCPHL-001243	2023-11-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	C.1	0.9851223828527096	1395	621	5	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP533338	PP533338.1	NY-NYCPHL-001244	2023-11-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	C.1	0.986532054825084	1117	620	5	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP533340	PP533340.1	NY-NYCPHL-001246	2023-11-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9821711990832062	1977	610	5	good	good	good	good	mediocre	OPG198:230-283	False	[2023.8342465753424:2023.9136986301369]
PP533345	PP533345.1	NY-NYCPHL-001254	2023-12-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9697478309813446	4421	602	3	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP533347	PP533347.1	NY-NYCPHL-001266	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.990710363117302	298	615	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533348	PP533348.1	NY-NYCPHL-001267	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9904720372802458	345	616	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533349	PP533349.1	NY-NYCPHL-001268	2024-01-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9737588041113744	3641	605	0	good	good	good	good	good		False	[2024.0013661202186:2024.0833333333333]
PP533351	PP533351.1	NY-NYCPHL-001291	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9663909862125968	5094	598	0	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP533352	PP533352.1	NY-NYCPHL-001292	2024-03-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9540538210730748	7527	593	0	mediocre	good	good	good	good		False	[2024.1653005464482:2024.2472677595629]
PP533353	PP533353.1	NY-NYCPHL-001293	2024-03-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9759848688447282	3202	598	0	good	good	good	good	good		False	[2024.1653005464482:2024.2472677595629]
PP533354	PP533354.1	NY-NYCPHL-001294	2024-03-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1	0.9468431968115044	8949	579	0	mediocre	good	good	good	good		False	[2024.1653005464482:2024.2472677595629]
PP533355	PP533355.1	NY-NYCPHL-001295	2024-02-XX	North America	USA	New York	New York City	Homo sapiens	2024-03-31		Clabby et al.	Clabby,T.T.,Wang,J.C.,Amin,H.S.,Taki,F.,Su,M.,De La Cruz,N.,Olsen,A.,Thi,C.,Silver,S.,Akther,S.,Chowdhury,M.,Omoregie,E.,Siemetzki-Kapoor,U.	NYC Department of Health and Mental Hygiene, Public Health Laboratory	IIb	hMPXV-1	B.1.20	0.9756856938577854	3260	606	1	good	good	good	good	good		False	[2024.0860655737704:2024.1625683060108]
PP556301	PP556301.1	hMpxV/USA/IL-RIPHL-050-0109/2023	2023-09-19	North America	USA	Illinois	Cook County IL	Homo sapiens	2024-04-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8596159404489653	2083	495	0	good	good	good	good	good		False	2023.7164383561644
PP556305	PP556305.1	hMpxV/USA/IL-RIPHL-050-0113/2023	2023-10-09	North America	USA	Illinois	Cook County IL	Homo sapiens	2024-04-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.897636517603152	3186	539	0	good	good	good	good	good		False	2023.7712328767122
PP556309	PP556309.1	hMpxV/USA/IL-RIPHL-050-0117/2023	2023-10-27	North America	USA	Illinois	Cook County IL	Homo sapiens	2024-04-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.9536887261737548	617	581	0	good	good	good	good	good		False	2023.8205479452056
PP556311	PP556311.1	hMpxV/USA/IL-RIPHL-050-0126/2024	2024-01-25	North America	USA	Illinois	Cook County IL	Homo sapiens	2024-04-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.909471677256109	278	536	0	good	good	good	good	good		False	2024.0669398907103
PP556313	PP556313.1	hMpxV/USA/IL-RIPHL-050-0128/2024	2024-01-27	North America	USA	Illinois	Cook County IL	Homo sapiens	2024-04-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8679573447459294	446	499	0	good	good	good	good	good		False	2024.0724043715848
PP556315	PP556315.1	hMpxV/USA/IL-RIPHL-050-0132/2024	2024-01-31	North America	USA	Illinois	Cook County IL	Homo sapiens	2024-04-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8193591570364436	2220	468	0	good	good	good	good	good		False	2024.0833333333333
PP556316	PP556316.1	hMpxV/USA/IL-RIPHL-050-0133/2023	2023-10-31	North America	USA	Illinois	Cook County IL	Homo sapiens	2024-04-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8601280874605114	2370	500	0	good	good	good	good	good		False	2023.831506849315
PP556317	PP556317.1	hMpxV/USA/IL-RIPHL-050-0134/2023	2023-10-31	North America	USA	Illinois	Cook County IL	Homo sapiens	2024-04-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.9810454898103028	2919	618	0	good	good	good	good	good		False	2023.831506849315
