accession	accession_version	strain	date	region	country	division	location	length	host	is_lab_host	date_released	date_updated	sra_accessions	authors	abbr_authors	institution	num_date
MH888001	MH888001.1	H.sapiens-wt/NGA/2018/LASV0140-EDO-2018	2018-01-18	Africa	Nigeria			7215	Homo sapiens		2018-10-24	2018-10-24	SRR24442882	Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	Siddle et al.	Broad Institute, Infectious Disease Program	2018.0479452054794
MH888002	MH888002.1	H.sapiens-wt/NGA/2018/LASV0069-EDO-2017	2017-02-07	Africa	Nigeria			7188	Homo sapiens		2018-10-24	2018-10-24		Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	Siddle et al.	Broad Institute, Infectious Disease Program	2017.1027397260275
MH888003	MH888003.1	H.sapiens-wt/NGA/2018/LASV0165-EBONYI-2018	2018-02-10	Africa	Nigeria			7147	Homo sapiens		2018-10-24	2018-10-24		Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	Siddle et al.	Broad Institute, Infectious Disease Program	2018.1109589041096
MH888004	MH888004.1	H.sapiens-wt/NGA/2018/LASV0073-EDO-2017	2017-03-07	Africa	Nigeria			7211	Homo sapiens		2018-10-24	2018-10-24		Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	Siddle et al.	Broad Institute, Infectious Disease Program	2017.1794520547944
MH888005	MH888005.1	H.sapiens-wt/NGA/2018/LASV0119.2-EDO-2018	2018-01-15	Africa	Nigeria			7074	Homo sapiens		2018-10-24	2018-10-24		Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	Siddle et al.	Broad Institute, Infectious Disease Program	2018.0397260273974
MH888006	MH888006.1	H.sapiens-wt/NGA/2018/LASV0145-EDO-2018	2018-01-23	Africa	Nigeria			7237	Homo sapiens		2018-10-24	2018-10-24		Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	Siddle et al.	Broad Institute, Infectious Disease Program	2018.0616438356165
MH888007	MH888007.1	H.sapiens-wt/NGA/2018/LASV0147-EDO-2018	2018-01-26	Africa	Nigeria			7201	Homo sapiens		2018-10-24	2018-10-24		Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	Siddle et al.	Broad Institute, Infectious Disease Program	2018.0698630136985
MH888008	MH888008.1	H.sapiens-wt/NGA/2018/LASV0097-EDO-2017	2017-10-06	Africa	Nigeria			7239	Homo sapiens		2018-10-24	2018-10-24		Siddle,K.J.,Eromon,P.,Barnes,K.G.,Mehta,S.,Oguzie,J.U.,Odia,I.,Schaffner,S.F.,Winnicki,S.M.,Shah,R.R.,Qu,J.,Wohl,S.,Brehio,P.,Iruolagbe,C.,Aiyepada,J.,Uyigue,E.,Akhilomen,P.,Okonofua,G.,Ye,S.,Kayode,T.,Ajogbasile,F.,Uwanibe,J.,Gaye,A.,Momoh,M.,Chak,B.,Kotliar,D.,Carter,A.,Gladden-Young,A.,Freije,C.A.,Omoregie,O.,Osiemi,B.,Muoebonam,E.B.,Airende,M.,Enigbe,R.,Ebo,B.,Nosamiefan,I.,Oluniyi,P.,Nekoui,M.,Ogbaini-Emovon,E.,Garry,R.F.,Andersen,K.G.,Park,D.J.,Yozwiak,N.L.,Akpede,G.,Ihekweazu,C.,Tomori,O.,Okogbenin,S.,Folarin,O.A.,Okokhere,P.O.,MacInnis,B.L.,Sabeti,P.C.,Happi,C.T.,Winnicki,S.,Shah,R.,Yozwiak,N.,Adebayo,A.,Birren,B.W.,Folarin,O.,Okokhere,P.	Siddle et al.	Broad Institute, Infectious Disease Program	2017.7630136986302
MK107842	MK107842.1	LASV/H.sapiens-tc/NGA/2011/IRR_001	2011-08-02	Africa	Nigeria	Ondo State		7227	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2011.5849315068492
MK107843	MK107843.1	LASV/H.sapiens-tc/NGA/2012/IRR_010	2012-05-28	Africa	Nigeria	Delta		7222	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2012.405737704918
MK107844	MK107844.1	LASV/H.sapiens-tc/NGA/2013/IRR_014	2013-11-23	Africa	Nigeria	Bauchi		7226	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2013.8945205479451
MK107845	MK107845.1	LASV/H.sapiens-tc/NGA/2013/IRR_016	2013-12-08	Africa	Nigeria	Bauchi		7235	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2013.9356164383562
MK107846	MK107846.1	LASV/H.sapiens-tc/NGA/2013/IRR_008	2013-03-06	Africa	Nigeria	Taraba		7157	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2013.176712328767
MK107847	MK107847.1	LASV/H.sapiens-tc/NGA/2014/IRR_005	2014-05-14	Africa	Nigeria	Ebonyi		7258	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.3657534246574
MK107848	MK107848.1	LASV/H.sapiens-tc/NGA/2014/IRR_006	2014-05-14	Africa	Nigeria	Ebonyi		7258	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.3657534246574
MK107849	MK107849.1	LASV/H.sapiens-tc/NGA/2014/IRR_007	2014-05-14	Africa	Nigeria	Ebonyi		7258	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.3657534246574
MK107850	MK107850.1	LASV/H.sapiens-tc/NGA/2014/IRR_008	2014-05-15	Africa	Nigeria	Ebonyi		7258	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.368493150685
MK107851	MK107851.1	LASV/H.sapiens-tc/NGA/2014/IRR_009	2014-05-17	Africa	Nigeria	Ebonyi		7258	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.3739726027397
MK107852	MK107852.1	LASV/H.sapiens-tc/NGA/2014/IRR_010	2014-05-17	Africa	Nigeria	Ondo State		7253	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.3739726027397
MK107853	MK107853.1	LASV/H.sapiens-tc/NGA/2014/IRR_011	2014-08-01	Africa	Nigeria	Ondo State		7253	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.5821917808219
MK107854	MK107854.1	LASV/H.sapiens-tc/NGA/2014/IRR_012	2014-08-10	Africa	Nigeria	Ondo State		7249	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.6068493150685
MK107855	MK107855.1	LASV/H.sapiens-tc/NGA/2014/IRR_002	2014-01-20	Africa	Nigeria	Nasarawa State		7221	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2014.0534246575342
MK107856	MK107856.1	LASV/H.sapiens-tc/NGA/2015/IRR_009	2015-04-25	Africa	Nigeria	Bauchi		7237	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2015.313698630137
MK107857	MK107857.1	LASV/H.sapiens-tc/NGA/2015/IRR_008	2015-04-10	Africa	Nigeria	Bauchi		7255	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2015.272602739726
MK107858	MK107858.1	LASV/H.sapiens-tc/NGA/2015/IRR_010	2015-07-02	Africa	Nigeria	Kogi		7239	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2015.5
MK107859	MK107859.1	LASV/H.sapiens-tc/NGA/2015/IRR_014	2015-12-30	Africa	Nigeria	Nasarawa State		7221	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2015.995890410959
MK107860	MK107860.1	LASV/H.sapiens-tc/NGA/2015/IRR_011	2015-09-16	Africa	Nigeria	Ondo State		7209	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2015.7082191780821
MK107861	MK107861.1	LASV/H.sapiens-tc/NGA/2015/IRR_012	2015-11-06	Africa	Nigeria	Ondo State		7226	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2015.8479452054794
MK107862	MK107862.1	LASV/H.sapiens-tc/NGA/2016/IRR_012	2016-01-25	Africa	Nigeria	Bauchi		7213	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0669398907103
MK107863	MK107863.1	LASV/H.sapiens-tc/NGA/2016/IRR_014	2016-01-28	Africa	Nigeria	Bauchi		7252	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0751366120219
MK107864	MK107864.1	LASV/H.sapiens-tc/NGA/2016/IRR_019	2016-02-12	Africa	Nigeria	Bauchi		7196	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1161202185792
MK107865	MK107865.1	LASV/H.sapiens-tc/NGA/2016/IRR_028	2016-02-29	Africa	Nigeria	Bauchi		7172	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1625683060108
MK107866	MK107866.1	LASV/H.sapiens-tc/NGA/2016/IRR_025	2016-02-26	Africa	Nigeria	Benue State		7196	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1543715846994
MK107867	MK107867.1	LASV/H.sapiens-tc/NGA/2016/IRR_007	2016-01-18	Africa	Nigeria	Cross River State		7299	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0478142076502
MK107868	MK107868.1	LASV/H.sapiens-tc/NGA/2016/IRR_018	2016-02-09	Africa	Nigeria	Ebonyi		7277	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1079234972678
MK107869	MK107869.1	LASV/H.sapiens-tc/NGA/2016/IRR_021	2016-02-18	Africa	Nigeria	Ebonyi		7230	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1325136612022
MK107870	MK107870.1	LASV/H.sapiens-tc/NGA/2016/IRR_026	2016-02-26	Africa	Nigeria	Ebonyi		7230	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1543715846994
MK107871	MK107871.1	LASV/H.sapiens-tc/NGA/2016/IRR_027	2016-02-28	Africa	Nigeria	Ebonyi		7201	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.1598360655737
MK107872	MK107872.1	LASV/H.sapiens-tc/NGA/2016/IRR_006	2016-01-14	Africa	Nigeria	Ekiti State		7426	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0368852459017
MK107873	MK107873.1	LASV/H.sapiens-tc/NGA/2016/IRR_013	2016-01-27	Africa	Nigeria	Imo		7276	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0724043715848
MK107874	MK107874.1	LASV/H.sapiens-tc/NGA/2016/IRR_023	2016-02-23	Africa	Nigeria	Kaduna State		7187	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.146174863388
MK107875	MK107875.1	LASV/H.sapiens-tc/NGA/2016/IRR_016	2016-02-06	Africa	Nigeria	Nasarawa State		7195	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0997267759562
MK107876	MK107876.1	LASV/H.sapiens-tc/NGA/2016/IRR_008	2016-01-20	Africa	Nigeria	Nasarawa State		7215	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0532786885246
MK107877	MK107877.1	LASV/H.sapiens-tc/NGA/2016/IRR_011	2016-01-24	Africa	Nigeria	Nasarawa State		7221	Homo sapiens		2018-12-10	2018-12-10		Ehichioya,D.U.,Lemey,P.,Kafetzopoulou,L.E.,Rieger,T.,Cadar,D.,Duraffour,S.,Ogbaini-Emovon,E.,Okogbenin,S.,Asogun,D.,Gunther,S.	Ehichioya et al.	Bernhard-Nocht-Institute for Tropical Medicine, Department of Virology	2016.0642076502731
